Date,RELIANCE.NS
2025-06-09,0.003671726306536005
2025-06-10,-0.007109420686643664
2025-06-11,0.007229763129792621
2025-06-12,-0.0050383296741072225
2025-06-13,-0.009503249619472132
2025-06-16,0.006933242924857197
2025-06-17,-0.004590421274910161
2025-06-18,-0.000768555586478592
2025-06-19,0.002237681333301822
2025-06-20,0.022953964664555127
2025-06-23,-0.006411091226272259
2025-06-24,-0.0041186603572820335
2025-06-25,0.0113730948011328
2025-06-26,0.019082622846425812
2025-06-27,0.013442103526425164
2025-06-30,-0.00976637419870141
2025-07-01,0.018525950721715922
2025-07-02,-0.006281049417176665
2025-07-03,-0.0006584619297647087
2025-07-04,0.0062591062466228475
2025-07-07,0.009297400045306103
2025-07-08,-0.0025300264737670997
2025-07-09,-0.012096769051145873
2025-07-10,-0.0011849948205391314
2025-07-11,-0.014500390162414223
2025-07-14,-0.007691341105986238
2025-07-15,0.001145866813303309
2025-07-16,0.000134571057024635
2025-07-17,-0.006192735592645882
2025-07-18,-0.0002709488089376322
2025-07-21,-0.032113810742112725
2025-07-22,-0.011059717912765832
2025-07-23,0.008352115762336965
2025-07-24,-0.015232325679389147
2025-07-25,-0.007983514051346452
2025-07-28,-0.002945985510221405
2025-07-29,0.02125975975975969
2025-07-30,-0.004939675437482083
2025-07-31,-0.014112535066659326
2025-08-01,0.0025176286015586857
2025-08-04,0.012771800208446038
2025-08-05,-0.014027686005308682
2025-08-06,0.0007905453001302298
2025-08-07,-0.0024412135056487427
2025-08-08,-0.015546252622128498
2025-08-11,0.01345224258102995
2025-08-12,-0.004184048258546014
2025-08-13,0.001593678131886156
2025-08-14,-0.0023962869917331098
2025-08-18,0.005750401851047249
2025-08-19,0.027791869270527236
2025-08-20,-0.0049996308062804085
2025-08-21,0.00835106074177272
2025-08-22,-0.010948973274587437
2025-08-25,0.0024127338432242684
2025-08-26,-0.01960919697764063
2025-08-27,0.0
2025-08-28,0.0007220737832127622
2025-08-29,-0.02070861731481788
2025-09-01,-0.002431422691227758
2025-09-02,0.009306429838784158
2025-09-03,0.004463941153265649
2025-09-04,-0.009689586911244885
2025-09-05,0.011550026195769059
2025-09-08,0.0025454545454546285
2025-09-09,-0.0016685156533369216
2025-09-10,0.0005813463570054633
2025-09-11,0.0045751988584785686
2025-09-12,0.008457999536533478
2025-09-15,0.0030824722782258895
2025-09-16,0.004287858065198158
2025-09-17,0.006048530352708692
2025-09-18,0.0008487417813216602
2025-09-19,-0.005371007481227874
2025-09-22,-0.011936939417859782
2025-09-23,-0.0005752385818038608
2025-09-24,-0.0048928252908457814
2025-09-25,-0.007664479816296144
2025-09-26,0.0037889471578049783
2025-09-29,-0.003484267452727674
2025-09-30,-0.00641029175052632
2025-10-01,0.0034457120028408283
2025-10-03,-0.0059910509712916005
